src	trg	weight	src_type	trg_type	edge_type
2754	3028	0.7500	3	3	3#3
82	5631	0.7500	4	1	1#4
6176	8920	0.7500	4	4	4#4
5254	5551	0.7500	5	1	1#5
5157	6661	0.7500	2	1	1#2
5952	6095	0.7500	2	1	1#2
4386	4464	0.7500	4	2	2#4
4653	8321	0.7500	5	4	4#5
6799	8751	0.7500	1	3	1#3
336	1569	0.7500	5	3	3#5
393	1193	0.7500	1	3	1#3
6943	8673	0.7500	2	1	1#2
1387	6230	0.7500	3	1	1#3
2910	3068	0.7500	3	2	2#3
393	6569	0.7500	1	2	1#2
2425	9505	0.7500	3	2	2#3
469	5317	0.7500	2	1	1#2
7814	7978	0.7500	3	3	3#3
68	8294	0.7500	2	5	2#5
1340	6911	0.7500	2	4	2#4
8951	9731	0.7500	3	1	1#3
2505	4590	0.7500	1	2	1#2
2012	6572	0.7500	1	2	1#2
9028	9323	0.7500	4	1	1#4
1803	3928	0.7500	3	1	1#3
5059	5198	0.7500	3	4	3#4
4935	8999	0.7500	4	5	4#5
4571	4653	0.7500	2	5	2#5
6635	7019	0.7500	3	2	2#3
2532	3491	0.7500	1	5	1#5
3762	6251	0.7500	5	2	2#5
6453	7777	0.7500	4	2	2#4
118	4121	0.7500	3	4	3#4
6218	7136	0.7500	2	5	2#5
2338	9799	0.7500	1	4	1#4
5062	6937	0.7500	5	3	3#5
924	9048	0.7500	4	5	4#5
4	5081	0.7500	1	5	1#5
411	2915	0.7500	1	4	1#4
1285	5191	0.7500	4	4	4#4
4070	9147	0.7500	2	5	2#5
4578	5666	0.7500	4	2	2#4
7919	9728	0.7500	3	4	3#4
512	1448	0.7500	5	4	4#5
3922	6461	0.7500	1	3	1#3
1494	2081	0.7500	1	4	1#4
5733	5870	0.7500	5	4	4#5
242	5787	0.7500	5	1	1#5
6496	8763	0.7500	2	2	2#2
1020	7892	0.7500	5	4	4#5
3583	7964	0.7500	4	4	4#4
478	1297	0.7500	1	5	1#5
7676	8811	0.7500	5	2	2#5
5403	8772	0.7500	1	3	1#3
3821	5056	0.7500	2	5	2#5
8001	9103	0.7500	2	3	2#3
3383	4004	0.7500	3	2	2#3
1554	5263	0.7500	5	1	1#5
1782	6396	0.7500	1	3	1#3
704	2174	0.7500	3	3	3#3
3117	3652	0.7500	1	3	1#3
5017	8218	0.7500	1	3	1#3
2134	7056	0.7500	2	2	2#2
8751	9415	0.7500	3	4	3#4
3502	8580	0.7500	5	3	3#5
7939	8135	0.7500	3	1	1#3
1589	4379	0.7500	5	3	3#5
2774	7853	0.7500	2	2	2#2
3677	8727	0.7500	1	2	1#2
101	5449	0.7500	4	4	4#4
5630	5713	0.7500	5	4	4#5
3831	4338	0.7500	5	1	1#5
3450	8135	0.7500	5	1	1#5
451	4162	0.7500	3	3	3#3
129	2825	0.7500	5	5	5#5
6632	7456	0.7500	5	1	1#5
3	6889	0.7500	2	2	2#2
1582	4162	0.7500	5	3	3#5
2735	4104	0.7500	5	3	3#5
352	5334	0.7500	4	1	1#4
6419	7009	0.7500	5	5	5#5
6958	9828	0.7500	2	1	1#2
6569	9731	0.7500	2	1	1#2
8214	8361	0.7500	4	2	2#4
313	2872	0.7500	5	4	4#5
308	7698	0.7500	3	5	3#5
1412	2117	0.7500	2	1	1#2
430	2861	0.7500	5	4	4#5
1588	4761	0.7500	1	3	1#3
3502	8154	0.7500	5	2	2#5
747	6224	0.7500	5	4	4#5
1525	1980	0.7500	1	5	1#5
2541	4866	0.7500	1	1	1#1
2637	2832	0.7500	4	3	3#4
1412	3868	0.7500	2	4	2#4
1037	2491	0.7500	4	4	4#4
176	242	0.7500	3	5	3#5
3442	3448	0.7500	5	1	1#5
2847	3147	0.7500	3	4	3#4
8800	9580	0.7500	5	4	4#5
3430	7796	0.7500	5	5	5#5
1819	4116	0.7500	4	5	4#5
1257	1441	0.7500	4	3	3#4
492	528	0.7500	3	1	1#3
421	497	0.7500	2	5	2#5
6889	6891	0.7500	2	2	2#2
3135	4385	0.7500	5	5	5#5
724	1555	0.7500	3	1	1#3
3014	3642	0.7500	2	2	2#2
5612	6788	0.7500	3	4	3#4
6261	7344	0.7500	3	1	1#3
2705	8947	0.7500	5	4	4#5
938	6563	0.7500	1	3	1#3
7680	7817	0.7500	4	4	4#4
5191	9097	0.7500	4	1	1#4
2507	3326	0.7500	5	2	2#5
2627	6611	0.7500	3	3	3#3
3014	7600	0.7500	2	1	1#2
494	1089	0.7500	4	3	3#4
2932	8529	0.7500	4	5	4#5
1253	3781	0.7500	5	4	4#5
5508	8637	0.7500	4	4	4#4
2501	3781	0.7500	2	4	2#4
2339	6984	0.7500	2	1	1#2
2925	3770	0.7500	2	5	2#5
3770	4385	0.7500	5	5	5#5
196	7775	0.7500	1	1	1#1
5814	8659	0.7500	4	2	2#4
4134	7857	0.7500	2	1	1#2
3468	4084	0.7500	4	5	4#5
1113	1204	0.7500	4	2	2#4
4785	8537	0.7500	4	5	4#5
2192	5626	0.7500	5	1	1#5
632	715	0.7500	1	1	1#1
1265	2608	0.7500	1	4	1#4
2057	7131	0.7500	4	3	3#4
4561	4670	0.7500	4	3	3#4
517	5830	0.7500	3	4	3#4
1896	5648	0.7500	2	4	2#4
2755	3935	0.7500	1	4	1#4
5689	7565	0.7500	5	1	1#5
5166	7592	0.7500	1	2	1#2
5323	6591	0.7500	3	5	3#5
7043	7131	0.7500	3	3	3#3
1400	5323	0.7500	5	3	3#5
8526	8672	0.7500	5	5	5#5
6339	6984	0.7500	2	1	1#2
3952	6876	0.7500	2	3	2#3
1217	5513	0.7500	5	2	2#5
3840	3845	0.7500	2	5	2#5
5352	7375	0.7500	3	1	1#3
1360	1534	0.7500	5	1	1#5
2510	3342	0.7500	3	2	2#3
470	5167	0.7500	1	3	1#3
1264	3840	0.7500	2	2	2#2
522	6591	0.7500	5	5	5#5
8752	8760	0.7500	5	3	3#5
2663	3170	0.7500	4	1	1#4
2543	3342	0.7500	4	2	2#4
3987	4001	0.7500	2	4	2#4
8418	9886	0.7500	1	3	1#3
2682	7969	0.7500	5	2	2#5
6312	6613	0.7500	4	5	4#5
1085	6084	0.7500	3	5	3#5
335	2533	0.7500	2	2	2#2
70	216	0.7500	5	2	2#5
8187	8594	0.7500	4	5	4#5
2647	3127	0.7500	1	2	1#2
85	651	0.7500	5	3	3#5
2990	9844	0.7500	1	3	1#3
6261	6279	0.7500	3	2	2#3
7347	7441	0.7500	5	3	3#5
2989	4169	0.7500	4	3	3#4
7399	7441	0.7500	1	3	1#3
5246	7786	0.7500	4	2	2#4
4844	8009	0.7500	2	1	1#2
3174	5586	0.7500	2	1	1#2
2023	7023	0.7500	4	2	2#4
3801	7501	0.7500	5	4	4#5
2197	5793	0.7500	4	2	2#4
244	2129	0.7500	2	5	2#5
1338	4169	0.7500	3	3	3#3
257	5159	0.7500	5	4	4#5
805	6255	0.7500	3	1	1#3
5072	5459	0.7500	5	4	4#5
2863	4515	0.7500	2	4	2#4
3317	3350	0.7500	3	2	2#3
3704	7919	0.7500	1	3	1#3
3770	6492	0.7500	5	3	3#5
508	1606	0.7500	1	4	1#4
3401	4460	0.7500	4	2	2#4
2991	5636	0.7500	1	5	1#5
2008	6761	0.7500	2	4	2#4
3186	4376	0.7500	3	3	3#3
158	166	0.7500	5	1	1#5
180	632	0.7500	3	1	1#3
626	895	0.7500	2	1	1#2
6576	7852	0.7500	3	1	1#3
1573	8761	0.7500	4	1	1#4
5489	5967	0.7500	3	3	3#3
1276	8225	0.7500	1	3	1#3
1543	4131	0.7500	3	2	2#3
318	5943	0.7500	5	5	5#5
2522	7919	0.7500	5	3	3#5
2904	5443	0.7500	1	4	1#4
3538	5959	0.7500	1	4	1#4
840	1781	0.7500	2	2	2#2
64	1313	0.7500	1	1	1#1
294	605	0.7500	4	2	2#4
334	3537	0.7500	1	1	1#1
9824	9884	0.7500	4	2	2#4
402	5743	0.7500	4	1	1#4
1435	5040	0.7500	4	2	2#4
1051	6979	0.7500	4	5	4#5
220	2540	0.7500	5	1	1#5
5572	6584	0.7500	4	3	3#4
5666	6270	0.7500	2	2	2#2
983	2423	0.7500	4	3	3#4
3797	9259	0.7500	1	3	1#3
7921	9365	0.7500	2	1	1#2
328	1648	0.7500	3	2	2#3
4424	4833	0.7500	2	2	2#2
358	2213	0.7500	1	4	1#4
41	1419	0.7500	5	2	2#5
4378	4534	0.7500	2	1	1#2
4456	5827	0.7500	4	5	4#5
499	1120	0.7500	4	4	4#4
6564	7268	0.7500	4	2	2#4
121	5040	0.7500	4	2	2#4
5003	5029	0.7500	1	5	1#5
1777	1781	0.7500	1	2	1#2
1369	7207	0.7500	5	3	3#5
6588	7268	0.7500	2	2	2#2
220	298	0.7500	5	2	2#5
49	3126	0.7500	4	4	4#4
1876	4536	0.7500	1	5	1#5
1435	9563	0.7500	4	5	4#5
8880	9040	0.7500	5	1	1#5
261	1414	0.7500	3	1	1#3
5874	5903	0.7500	4	1	1#4
2295	5345	0.7500	4	2	2#4
1669	5481	0.7500	1	2	1#2
2959	8185	0.7500	5	3	3#5
6332	6359	0.7500	3	3	3#3
940	2875	0.7500	3	2	2#3
960	9241	0.7500	1	2	1#2
4398	4415	0.7500	4	4	4#4
3990	4615	0.7500	4	1	1#4
2919	4155	0.7500	3	5	3#5
4262	6841	0.7500	4	2	2#4
2046	7105	0.7500	4	4	4#4
2698	6409	0.7500	3	3	3#3
40	118	0.7500	5	3	3#5
5221	7651	0.7500	3	2	2#3
940	1047	0.7500	3	5	3#5
4810	9701	0.7500	4	1	1#4
249	1391	0.7500	1	1	1#1
665	2855	0.7500	1	1	1#1
1552	1556	0.7500	1	1	1#1
1878	4063	0.7500	2	2	2#2
4281	6315	0.7500	2	2	2#2
8156	9407	0.7500	3	5	3#5
324	442	0.7500	4	4	4#4
4273	8980	0.7500	4	1	1#4
3324	7740	0.7500	2	2	2#2
8076	8297	0.7500	2	5	2#5
5484	6363	0.7500	1	4	1#4
5925	6309	0.7500	3	3	3#3
547	3603	0.7500	2	2	2#2
3735	9131	0.7500	4	5	4#5
255	8853	0.7500	4	3	3#4
5668	6760	0.7500	2	3	2#3
3794	3957	0.7500	5	4	4#5
2958	3574	0.7500	4	5	4#5
5333	6010	0.7500	3	3	3#3
4689	7844	0.7500	1	2	1#2
1759	4282	0.7500	2	5	2#5
2774	4355	0.7500	2	2	2#2
499	1283	0.7500	4	1	1#4
5304	8017	0.7500	1	2	1#2
4601	9388	0.7500	4	5	4#5
711	963	0.7500	3	2	2#3
6296	8791	0.7500	5	2	2#5
2175	3716	0.7500	2	4	2#4
3618	8471	0.7500	1	1	1#1
5249	5492	0.7500	2	2	2#2
5576	6666	0.7500	5	1	1#5
6886	6935	0.7500	2	3	2#3
471	963	0.7500	2	2	2#2
566	2958	0.7500	1	4	1#4
1457	2357	0.7500	5	2	2#5
3870	6264	0.7500	1	2	1#2
353	1925	0.7500	2	3	2#3
1955	6955	0.7500	3	2	2#3
6643	7822	0.7500	4	5	4#5
6098	6601	0.7497	4	1	1#4
1629	6680	0.7497	2	2	2#2
809	5036	0.7488	1	3	1#3
1165	9335	0.7488	3	1	1#3
28	8165	0.7482	5	1	1#5
5799	6499	0.7481	5	5	5#5
4532	7908	0.7477	3	4	3#4
6679	7377	0.7476	3	3	3#3
2675	7076	0.7457	2	5	2#5
60	9129	0.7448	1	5	1#5
417	6503	0.7436	5	1	1#5
3725	5583	0.7428	4	2	2#4
3213	9236	0.7426	2	2	2#2
1551	5141	0.7424	1	5	1#5
1295	7771	0.7411	5	5	5#5
98	2205	0.7401	3	3	3#3
3213	7511	0.7400	2	3	2#3
6684	7383	0.7400	5	4	4#5
1251	1899	0.7400	4	5	4#5
5719	8610	0.7400	5	2	2#5
6133	7542	0.7400	1	2	1#2
4937	5627	0.7400	2	5	2#5
3758	8287	0.7400	2	3	2#3
5020	5646	0.7400	1	1	1#1
437	1293	0.7400	3	4	3#4
5222	8078	0.7400	3	5	3#5
6409	8958	0.7400	3	5	3#5
7015	7383	0.7400	1	4	1#4
2347	7985	0.7400	3	1	1#3
4869	9455	0.7400	2	2	2#2
670	1606	0.7400	5	4	4#5
209	1606	0.7400	4	4	4#4
4539	4576	0.7400	5	3	3#5
1918	5978	0.7400	3	4	3#4
9739	9752	0.7400	2	3	2#3
290	7003	0.7400	5	5	5#5
1255	1583	0.7400	1	5	1#5
2724	5306	0.7400	1	4	1#4
1330	3752	0.7400	2	3	2#3
64	1899	0.7400	1	5	1#5
3224	8539	0.7400	4	1	1#4
2978	9941	0.7400	4	5	4#5
5665	5903	0.7400	4	1	1#4
161	5317	0.7400	1	1	1#1
2130	9923	0.7400	5	4	4#5
5198	5281	0.7400	4	4	4#4
2238	9740	0.7400	4	2	2#4
2193	6039	0.7400	4	3	3#4
7873	8863	0.7400	2	4	2#4
5244	7706	0.7400	2	2	2#2
2039	5469	0.7400	2	3	2#3
7501	7530	0.7400	4	2	2#4
5240	6433	0.7400	3	5	3#5
6329	6338	0.7400	2	2	2#2
5176	7991	0.7400	1	1	1#1
3907	9610	0.7400	1	1	1#1
1292	1313	0.7400	4	1	1#4
4054	8692	0.7400	5	1	1#5
598	5498	0.7400	2	3	2#3
765	960	0.7400	2	1	1#2
217	4658	0.7400	4	1	1#4
5723	8370	0.7400	4	2	2#4
1078	1090	0.7400	5	4	4#5
5822	7392	0.7400	4	1	1#4
6005	8584	0.7400	1	5	1#5
215	1357	0.7400	1	3	1#3
103	6039	0.7400	2	3	2#3
7250	7486	0.7400	2	2	2#2
2822	7973	0.7400	5	2	2#5
884	5822	0.7400	2	4	2#4
6643	6689	0.7400	4	5	4#5
2222	4220	0.7400	4	2	2#4
2934	7813	0.7400	2	4	2#4
707	803	0.7400	4	2	2#4
768	2300	0.7400	3	5	3#5
1271	2360	0.7400	3	4	3#4
1664	3110	0.7400	4	3	3#4
652	803	0.7400	5	2	2#5
1253	3830	0.7400	5	4	4#5
651	3190	0.7400	3	5	3#5
332	371	0.7400	4	2	2#4
6039	9469	0.7400	3	3	3#3
3799	3805	0.7400	4	2	2#4
5102	5665	0.7400	3	4	3#4
6407	7041	0.7400	4	1	1#4
5159	5198	0.7400	4	4	4#4
59	3050	0.7400	5	2	2#5
773	3805	0.7400	1	2	1#2
1760	6305	0.7400	4	3	3#4
5001	5098	0.7400	5	1	1#5
6264	6411	0.7400	2	2	2#2
414	4172	0.7400	3	2	2#3
2814	4695	0.7400	3	2	2#3
6896	7023	0.7400	5	2	2#5
2685	3197	0.7400	5	3	3#5
5124	7735	0.7400	2	1	1#2
714	3214	0.7400	3	3	3#3
757	860	0.7400	2	2	2#2
5010	5947	0.7400	4	4	4#4
5160	8939	0.7400	5	5	5#5
2588	7629	0.7400	4	5	4#5
3521	4702	0.7400	1	4	1#4
469	6861	0.7400	2	3	2#3
406	593	0.7400	3	4	3#4
7230	7346	0.7400	5	2	2#5
5088	6428	0.7400	5	2	2#5
1349	6253	0.7400	1	1	1#1
8946	9965	0.7400	1	4	1#4
1617	3947	0.7400	1	2	1#2
1226	6021	0.7400	5	4	4#5
814	6255	0.7400	5	1	1#5
1733	4064	0.7400	2	5	2#5
5391	7583	0.7400	4	5	4#5
1446	7728	0.7400	3	3	3#3
5836	8325	0.7400	1	3	1#3
8151	9147	0.7400	4	5	4#5
6275	9762	0.7400	1	1	1#1
1035	3770	0.7400	3	5	3#5
1435	2409	0.7400	4	3	3#4
954	6566	0.7400	2	2	2#2
105	621	0.7400	2	5	2#5
4534	9069	0.7400	1	1	1#1
1945	3351	0.7400	2	4	2#4
5325	5715	0.7400	3	2	2#3
826	903	0.7400	3	2	2#3
6001	8506	0.7400	1	1	1#1
6891	8765	0.7400	2	3	2#3
9220	9377	0.7400	2	4	2#4
79	5704	0.7400	2	2	2#2
1380	3089	0.7400	1	3	1#3
7523	9154	0.7400	1	2	1#2
1612	3283	0.7400	4	4	4#4
1680	2588	0.7400	5	4	4#5
3237	3310	0.7400	3	4	3#4
2666	6611	0.7400	4	3	3#4
922	5579	0.7400	5	5	5#5
30	3310	0.7400	3	4	3#4
1299	3801	0.7400	1	5	1#5
5242	6254	0.7400	3	4	3#4
3529	6342	0.7400	3	3	3#3
2160	7705	0.7400	3	3	3#3
3912	3959	0.7400	1	2	1#2
3877	4792	0.7400	3	5	3#5
30	735	0.7400	3	3	3#3
81	5746	0.7400	5	4	4#5
3350	3584	0.7400	2	1	1#2
1357	6967	0.7400	3	2	2#3
1950	6636	0.7400	3	5	3#5
33	2622	0.7400	5	3	3#5
830	4660	0.7400	4	2	2#4
4653	7988	0.7400	5	5	5#5
5212	8883	0.7400	2	3	2#3
774	2777	0.7400	1	4	1#4
723	7599	0.7400	5	3	3#5
1466	2053	0.7400	5	1	1#5
2267	5119	0.7400	1	1	1#1
6057	9797	0.7400	1	2	1#2
1563	6879	0.7400	3	5	3#5
5173	5680	0.7400	4	3	3#4
346	6002	0.7400	3	1	1#3
2071	3605	0.7400	3	1	1#3
704	875	0.7400	3	1	1#3
619	5560	0.7400	5	2	2#5
347	7997	0.7400	5	1	1#5
7082	7687	0.7400	5	4	4#5
263	2657	0.7400	2	1	1#2
2248	3186	0.7400	1	3	1#3
5754	5914	0.7400	2	5	2#5
1533	1573	0.7400	2	4	2#4
7660	9578	0.7400	4	1	1#4
2985	4567	0.7400	5	4	4#5
6396	9024	0.7400	3	1	1#3
392	8057	0.7400	3	1	1#3
3682	5478	0.7400	3	2	2#3
259	8730	0.7400	2	4	2#4
1258	1570	0.7400	4	5	4#5
8838	8908	0.7400	3	2	2#3
1958	6961	0.7400	4	3	3#4
3753	8776	0.7400	5	3	3#5
2621	7701	0.7400	3	1	1#3
6	2663	0.7400	5	4	4#5
882	3285	0.7400	3	3	3#3
1451	2657	0.7400	3	1	1#3
1284	1829	0.7400	5	2	2#5
2270	5874	0.7400	4	4	4#4
2035	3913	0.7400	4	4	4#4
1281	4395	0.7400	2	1	1#2
5442	9191	0.7400	4	2	2#4
4219	4325	0.7400	5	3	3#5
2563	3178	0.7400	4	5	4#5
2184	2260	0.7400	5	4	4#5
795	3321	0.7400	1	2	1#2
5241	9015	0.7400	5	1	1#5
1231	2483	0.7400	3	2	2#3
2630	2937	0.7400	1	2	1#2
471	2355	0.7400	2	3	2#3
2033	5822	0.7400	5	4	4#5
2078	2228	0.7400	1	1	1#1
4795	7256	0.7400	1	1	1#1
3306	3985	0.7400	4	3	3#4
8473	8487	0.7400	2	2	2#2
2910	2973	0.7400	3	4	3#4
8994	9613	0.7400	3	3	3#3
420	6672	0.7400	1	3	1#3
6069	8569	0.7400	2	3	2#3
31	3941	0.7400	2	3	2#3
1294	1452	0.7400	2	4	2#4
3869	6681	0.7400	3	4	3#4
665	3907	0.7400	1	1	1#1
162	5518	0.7400	3	2	2#3
81	2757	0.7400	5	2	2#5
391	5419	0.7400	3	4	3#4
2940	4192	0.7400	5	1	1#5
638	2562	0.7400	1	1	1#1
99	667	0.7400	3	4	3#4
5098	5419	0.7400	1	4	1#4
1915	6786	0.7400	1	2	1#2
6	1570	0.7400	5	5	5#5
2346	4536	0.7400	4	5	4#5
5283	6035	0.7400	4	5	4#5
32	2823	0.7400	2	3	2#3
5775	6076	0.7400	2	1	1#2
729	3267	0.7400	4	2	2#4
21	371	0.7400	3	2	2#3
836	3907	0.7400	3	1	1#3
1676	5454	0.7400	4	5	4#5
5547	5705	0.7400	4	5	4#5
2583	3520	0.7400	5	1	1#5
176	216	0.7400	3	2	2#3
1252	2289	0.7400	3	2	2#3
5226	5358	0.7400	2	2	2#2
1906	2110	0.7400	5	1	1#5
652	2289	0.7400	5	2	2#5
3126	3205	0.7400	4	2	2#4
4	371	0.7400	1	2	1#2
3449	4731	0.7400	1	1	1#1
5534	6255	0.7400	1	1	1#1
961	6035	0.7400	5	5	5#5
791	5977	0.7400	4	3	3#4
6314	8794	0.7400	5	5	5#5
889	5108	0.7400	1	1	1#1
699	3492	0.7400	1	3	1#3
6510	7760	0.7400	1	5	1#5
3132	8484	0.7400	3	3	3#3
372	1743	0.7400	4	2	2#4
1570	4240	0.7400	5	3	3#5
347	739	0.7400	5	5	5#5
5322	6149	0.7400	5	5	5#5
6879	7210	0.7400	5	2	2#5
441	8049	0.7400	3	2	2#3
2502	7521	0.7400	3	5	3#5
83	473	0.7400	3	3	3#3
3388	7922	0.7400	3	5	3#5
133	1693	0.7400	3	5	3#5
5417	8444	0.7400	1	5	1#5
2758	3404	0.7400	1	1	1#1
5324	8666	0.7400	1	2	1#2
2489	3720	0.7400	1	4	1#4
6478	6479	0.7400	1	5	1#5
1378	6584	0.7400	3	3	3#3
554	6061	0.7400	2	2	2#2
3198	9434	0.7400	4	2	2#4
792	5850	0.7400	1	5	1#5
1016	6886	0.7400	1	2	1#2
313	3002	0.7400	5	1	1#5
6465	7618	0.7400	2	4	2#4
2962	8857	0.7400	4	2	2#4
523	9486	0.7400	1	2	1#2
363	7414	0.7400	2	4	2#4
1075	8087	0.7400	1	4	1#4
744	6368	0.7400	5	5	5#5
5052	8562	0.7400	3	2	2#3
7078	9660	0.7400	3	3	3#3
2594	2789	0.7400	5	4	4#5
676	1886	0.7400	2	3	2#3
5105	6584	0.7400	1	3	1#3
444	601	0.7400	1	4	1#4
3574	4755	0.7400	5	5	5#5
1290	1310	0.7400	1	1	1#1
2554	5640	0.7400	4	5	4#5
2941	5079	0.7400	3	3	3#3
2976	3952	0.7400	4	2	2#4
3917	9546	0.7400	4	1	1#4
7705	8369	0.7400	3	1	1#3
5828	7039	0.7400	5	1	1#5
1627	6627	0.7400	2	5	2#5
8328	9577	0.7400	3	4	3#4
7563	7725	0.7400	2	4	2#4
1447	1621	0.7400	4	3	3#4
890	5556	0.7400	3	3	3#3
2533	3753	0.7400	2	5	2#5
363	5304	0.7400	2	1	1#2
2780	2781	0.7400	2	5	2#5
3818	9876	0.7400	5	1	1#5
2659	4356	0.7400	3	5	3#5
521	3724	0.7400	1	4	1#4
5960	6572	0.7400	3	2	2#3
1880	8130	0.7400	1	5	1#5
316	1330	0.7400	1	2	1#2
5966	6904	0.7400	1	1	1#1
3135	5635	0.7400	5	4	4#5
1636	2363	0.7400	2	4	2#4
629	7461	0.7400	1	2	1#2
684	1954	0.7400	2	2	2#2
2872	3731	0.7400	4	2	2#4
5316	6825	0.7400	5	5	5#5
7817	7943	0.7400	4	4	4#4
2963	3731	0.7400	1	2	1#2
3170	7677	0.7400	1	1	1#1
732	1954	0.7400	3	2	2#3
5024	5158	0.7400	5	4	4#5
1031	1062	0.7400	5	3	3#5
225	6870	0.7400	1	1	1#1
83	1211	0.7400	3	5	3#5
2535	3058	0.7400	2	2	2#2
1534	5284	0.7400	1	4	1#4
1681	3791	0.7400	5	1	1#5
5056	7564	0.7400	5	1	1#5
4189	4435	0.7400	2	3	2#3
2696	3028	0.7400	2	3	2#3
7151	7344	0.7400	1	1	1#1
2618	3282	0.7400	5	4	4#5
706	2209	0.7400	4	2	2#4
1469	3900	0.7400	2	1	1#2
6887	7386	0.7400	4	2	2#4
5131	8530	0.7400	3	1	1#3
614	6192	0.7400	4	4	4#4
3691	7289	0.7400	1	4	1#4
660	1906	0.7400	2	5	2#5
2033	7658	0.7400	5	3	3#5
2833	5157	0.7400	4	2	2#4
747	6215	0.7400	5	3	3#5
247	490	0.7400	1	2	1#2
906	3718	0.7400	1	3	1#3
5783	7658	0.7400	2	3	2#3
8421	9679	0.7400	5	2	2#5
1359	1545	0.7400	3	2	2#3
725	1018	0.7400	1	2	1#2
7326	9788	0.7400	2	5	2#5
6453	7102	0.7400	4	2	2#4
2272	3135	0.7400	3	5	3#5
3128	5158	0.7400	4	4	4#4
626	8516	0.7400	2	5	2#5
5804	6325	0.7400	5	5	5#5
2289	2637	0.7400	2	4	2#4
5032	5110	0.7400	5	1	1#5
5576	6475	0.7400	5	4	4#5
279	2739	0.7400	4	5	4#5
45	5056	0.7400	4	5	4#5
5045	7696	0.7400	4	1	1#4
3823	4228	0.7400	3	1	1#3
2563	8816	0.7400	4	2	2#4
636	5640	0.7400	1	5	1#5
187	2650	0.7400	4	4	4#4
1181	5890	0.7400	3	3	3#3
6917	9416	0.7400	1	2	1#2
3071	5912	0.7400	4	5	4#5
4189	8892	0.7400	2	2	2#2
1291	3790	0.7400	2	1	1#2
832	5364	0.7400	2	4	2#4
196	5158	0.7400	1	4	1#4
810	3468	0.7400	1	4	1#4
1020	6693	0.7400	5	5	5#5
2502	2891	0.7400	3	1	1#3
2819	3799	0.7400	4	4	4#4
7971	7972	0.7400	4	4	4#4
2534	3627	0.7400	5	4	4#5
5055	8957	0.7400	1	5	1#5
518	8642	0.7400	4	4	4#4
314	355	0.7400	4	2	2#4
3517	7864	0.7400	1	2	1#2
456	5769	0.7400	5	5	5#5
8001	8353	0.7400	2	1	1#2
302	693	0.7400	5	4	4#5
329	709	0.7400	1	5	1#5
7834	9064	0.7400	2	4	2#4
4605	9557	0.7400	3	5	3#5
1	325	0.7400	2	4	2#4
5217	7570	0.7400	2	2	2#2
1880	9458	0.7400	1	2	1#2
1047	5247	0.7400	5	1	1#5
2540	7545	0.7400	1	5	1#5
5049	6290	0.7400	1	3	1#3
4486	9458	0.7400	1	2	1#2
5084	5241	0.7400	5	5	5#5
5316	7891	0.7400	5	4	4#5
7916	8889	0.7400	1	4	1#4
6020	7233	0.7400	4	3	3#4
314	326	0.7400	4	5	4#5
11	1470	0.7400	4	2	2#4
3443	5961	0.7400	1	5	1#5
368	2859	0.7400	4	4	4#4
5342	5532	0.7400	5	5	5#5
831	5199	0.7400	2	2	2#2
164	5199	0.7400	3	2	2#3
5449	5610	0.7400	4	5	4#5
7527	8190	0.7400	4	4	4#4
206	353	0.7400	2	2	2#2
222	1128	0.7400	2	1	1#2
3936	7725	0.7400	5	4	4#5
2697	3177	0.7400	5	3	3#5
2054	5071	0.7400	4	5	4#5
471	5393	0.7400	2	3	2#3
2667	3027	0.7400	3	3	3#3
24	747	0.7400	5	5	5#5
8956	9267	0.7400	4	5	4#5
1654	2787	0.7400	5	3	3#5
2073	7253	0.7400	4	4	4#4
62	1306	0.7400	5	2	2#5
3479	8711	0.7400	3	2	2#3
988	3518	0.7400	4	1	1#4
3928	9381	0.7400	1	1	1#1
889	1106	0.7400	1	3	1#3
288	3286	0.7400	1	3	1#3
80	1661	0.7400	1	4	1#4
6223	8711	0.7400	5	2	2#5
1275	1316	0.7400	1	4	1#4
807	1128	0.7400	3	1	1#3
1196	3536	0.7400	4	1	1#4
918	3227	0.7400	4	4	4#4
7876	8775	0.7400	1	2	1#2
283	1225	0.7400	1	2	1#2
1100	6880	0.7400	2	4	2#4
2572	5073	0.7400	2	3	2#3
99	1568	0.7400	3	5	3#5
6265	7036	0.7400	3	4	3#4
3521	4693	0.7400	1	4	1#4
6074	7559	0.7400	5	4	4#5
5723	8219	0.7400	4	3	3#4
723	5082	0.7400	5	1	1#5
5162	9650	0.7400	1	5	1#5
1673	2531	0.7400	5	3	3#5
5626	8311	0.7400	1	3	1#3
1251	1582	0.7400	4	5	4#5
5242	6642	0.7400	3	3	3#3
4544	4689	0.7400	1	1	1#1
1485	2706	0.7400	4	5	4#5
4729	6471	0.7400	3	4	3#4
2865	5327	0.7400	3	5	3#5
2814	6642	0.7400	3	3	3#3
5040	6313	0.7400	2	3	2#3
6441	6471	0.7400	5	4	4#5
6535	7085	0.7400	3	1	1#3
366	6148	0.7400	3	4	3#4
3801	9397	0.7400	5	4	4#5
844	3325	0.7400	4	5	4#5
5079	7579	0.7400	3	1	1#3
514	1627	0.7400	3	2	2#3
5085	7907	0.7400	4	5	4#5
5034	6963	0.7400	5	4	4#5
1949	6742	0.7400	3	3	3#3
920	5236	0.7400	4	2	2#4
6255	6563	0.7400	1	3	1#3
1370	1660	0.7400	1	1	1#1
